MsgCount,HexIdent,Date,Time,Lat,Long,Callsign,Altitude,Speed,Track,Vertica                                                                                                                l
4298,424420,,,54.95855,36.85588,SBI892  ,21425,397,48,-2176
4312,424420,,,54.96102,36.86088,SBI892  ,21300,396,49,-2240
4314,424420,,,54.96222,36.86325,SBI892  ,21275,396,49,-2240
4321,424420,,,54.96465,36.86802,SBI892  ,21200,396,49,-2240
4335,424420,,,54.96763,36.87403,SBI892  ,21125,396,49,-2240
4336,424420,,,54.96814,36.87503,SBI892  ,21125,396,49,-2240
4342,424420,,,54.96939,36.87752,SBI892  ,21050,396,49,-2240
4345,424420,,,54.96991,36.87860,SBI892  ,21050,396,49,-2240
4346,424420,,,54.97050,36.87981,SBI892  ,21050,396,49,-2240
4350,424420,,,54.97119,36.88110,SBI892  ,21000,396,48,-2240
4351,424420,,,54.97172,36.88227,SBI892  ,21000,396,48,-2240
4364,424420,,,54.97577,36.89031,SBI892  ,20850,396,48,-2240
4366,424420,,,54.97633,36.89151,SBI892  ,20850,396,48,-2240
4371,424420,,,54.97765,36.89403,SBI892  ,20800,396,48,-2240
4373,424420,,,54.97888,36.89653,SBI892  ,20775,396,48,-2240
4400,424271,,,55.18973,37.36297,NWS230  ,16075,356,2,-1408
4404,424271,,,55.32138,37.36232,NWS230  ,16050,356,2,-1408
4408,424420,,,54.98597,36.91082,SBI892  ,20550,396,48,-2240
4420,424420,,,54.98718,36.91315,SBI892  ,20500,395,49,-2240
4428,424420,,,54.98955,36.91797,SBI892  ,20425,395,49,-2240
4432,424271,,,55.32924,37.36201,NWS230  ,15900,345,359,-1600
4450,424420,,,54.98955,36.91797,SBI892  ,20325,395,49,-2240
4458,424420,,,54.99376,36.92634,SBI892  ,20275,394,49,-2240
4464,424420,,,54.99439,36.92763,SBI892  ,20275,394,49,-2240
4469,424420,,,54.99509,36.92901,SBI892  ,20250,394,49,-2240
4471,424420,,,54.99570,36.93029,SBI892  ,20200,394,49,-2240
4476,424420,,,54.99695,36.93279,SBI892  ,20150,394,49,-2240
4484,424420,,,54.99930,36.93749,SBI892  ,20075,394,49,-2240
4508,424420,,,55.00520,36.94928,SBI892  ,19900,394,49,-2240
4512,424420,,,55.00621,36.95130,SBI892  ,19900,394,49,-2240
4519,424420,,,55.00845,36.95576,SBI892  ,19825,394,48,-2240
4524,424420,,,55.01212,36.96310,SBI892  ,19700,394,48,-2240
4528,424420,,,55.02144,36.98181,SBI892  ,19400,393,49,-2304
4536,424420,,,55.02144,36.98181,SBI892  ,19175,393,49,-2304
4542,424420,,,55.03217,37.00333,SBI892  ,19050,392,49,-2240
4548,424420,,,55.03432,37.00761,SBI892  ,18975,392,49,-2240
4553,424420,,,55.03499,37.00903,SBI892  ,18950,392,49,-2240
4561,424420,,,55.03852,37.01610,SBI892  ,18825,392,49,-2240
4570,424420,,,55.04090,37.02093,SBI892  ,18750,392,49,-2304
4573,424420,,,55.04155,37.02223,SBI892  ,18750,392,49,-2304
4574,424420,,,55.04206,37.02326,SBI892  ,18725,392,49,-2304
4585,424420,,,55.04378,37.02667,SBI892  ,18675,392,49,-2304
4589,424420,,,55.04490,37.02892,SBI892  ,18625,392,49,-2304
4601,424420,,,55.04704,37.03330,SBI892  ,18550,392,49,-2304
4602,424420,,,55.04837,37.03596,SBI892  ,18525,392,49,-2304
4610,424420,,,55.04947,37.03814,SBI892  ,18475,392,49,-2304
4611,424420,,,55.05077,37.04082,SBI892  ,18425,392,49,-2304
4621,424420,,,55.05437,37.04808,SBI892  ,18325,392,49,-2304
4628,424420,,,55.05677,37.05289,SBI892  ,18250,392,49,-2304
4635,424420,,,55.05803,37.05543,SBI892  ,18200,393,49,-2368
4639,424420,,,55.05853,37.05640,SBI892  ,18150,393,49,-2368
4642,424420,,,55.05913,37.05761,SBI892  ,18150,393,49,-2368
4646,424420,,,55.06031,37.06005,SBI892  ,18125,393,49,-2368
4649,424420,,,55.06134,37.06205,SBI892  ,18075,393,49,-2432
4657,424420,,,55.06384,37.06714,SBI892  ,18000,394,49,-2432
4662,424420,,,55.06645,37.07239,SBI892  ,17900,394,49,-2432
4667,424420,,,55.06883,37.07716,SBI892  ,17825,394,49,-2368
4673,424420,,,55.06999,37.07952,SBI892  ,17800,394,49,-2368
4678,424271,,,55.32924,37.36201,NWS230  ,14075,345,359,-1600
4682,424271,,,55.43875,37.35909,NWS230  ,14025,345,359,-1600
4683,424271,,,55.43944,37.35909,NWS230  ,14025,345,359,-1600
4689,424271,,,55.44102,37.35901,NWS230  ,14000,334,0,-1600
4694,424271,,,55.44296,37.35901,NWS230  ,13950,334,0,-1600
4699,424271,,,55.44296,37.35901,NWS230  ,13925,333,0,-1600
4855,3C66A6,,,54.73077,36.94070,DLH1450 ,23475,426,87,-1088
4860,3C66A6,,,54.73077,36.94070,DLH1450 ,23450,426,87,-1088
4870,3C66A6,,,54.73077,36.94070,DLH1450 ,23425,426,87,-1088
4881,3C66A6,,,54.73077,36.94070,DLH1450 ,23425,426,87,-1088
4892,3C66A6,,,54.73215,36.99759,DLH1450 ,23375,427,83,-1152
4904,3C66A6,,,54.73265,37.00325,DLH1450 ,23350,427,83,-1152
4923,3C66A6,,,54.73337,37.00994,DLH1450 ,23300,427,79,-1216
4929,3C66A6,,,54.73361,37.01202,DLH1450 ,23275,427,79,-1216
4944,3C66A6,,,54.73449,37.01802,DLH1450 ,23225,426,77,-1216
4963,3C66A6,,,54.73604,37.02813,DLH1450 ,23175,427,75,-1216
4971,3C66A6,,,54.73724,37.03433,DLH1450 ,23125,427,73,-1216
4974,3C66A6,,,54.73792,37.03806,DLH1450 ,23100,427,73,-1216
4981,3C66A6,,,54.73891,37.04290,DLH1450 ,23050,427,70,-1216
4988,3C66A6,,,54.74092,37.05131,DLH1450 ,22975,427,69,-1216
5008,3C66A6,,,54.74436,37.06371,DLH1450 ,22875,427,66,-1280
5033,3C66A6,,,54.74817,37.07579,DLH1450 ,22775,428,62,-1280
5048,3C66A6,,,54.75311,37.09041,DLH1450 ,22675,428,62,-1280
5052,3C66A6,,,54.75404,37.09326,DLH1450 ,22650,428,62,-1280
5059,3C66A6,,,54.75502,37.09634,DLH1450 ,22625,427,59,-1280
5082,3C66A6,,,54.76154,37.11340,DLH1450 ,22450,427,58,-1280
5086,3C66A6,,,54.76238,37.11548,DLH1450 ,22425,427,58,-1280
5194,51005D,,,55.00668,36.90649,BRU956  ,19550,406,265,2240
5198,51005D,,,55.00662,36.90332,BRU956  ,19550,407,265,2240
5206,51005D,,,55.00636,36.90016,BRU956  ,19625,407,265,2240
5222,51005D,,,55.00603,36.89359,BRU956  ,19675,408,265,2240
5231,51005D,,,55.00575,36.89023,BRU956  ,19750,408,265,2304
5234,51005D,,,55.00566,36.88718,BRU956  ,19775,408,265,2304
5242,51005D,,,55.00543,36.88385,BRU956  ,19800,408,265,2304
5247,51005D,,,55.00529,36.88060,BRU956  ,19825,409,265,2368
5251,51005D,,,55.00511,36.87739,BRU956  ,19875,409,265,2368
5260,51005D,,,55.00491,36.87386,BRU956  ,19925,409,265,2432
5267,51005D,,,55.00482,36.87411,BRU956  ,19925,409,265,2432
5270,51005D,,,55.00475,36.87060,BRU956  ,19950,410,265,2496
5272,51005D,,,55.00465,36.87068,BRU956  ,19975,410,265,2496
5283,51005D,,,55.00433,36.86414,BRU956  ,20025,410,264,2496
5286,51005D,,,55.00424,36.86406,BRU956  ,20050,410,264,2496
5288,51005D,,,55.00412,36.86105,BRU956  ,20075,410,264,2496
5302,51005D,,,55.00366,36.85422,BRU956  ,20175,410,264,2496
5308,51005D,,,55.00346,36.85097,BRU956  ,20225,411,264,2496
5320,51005D,,,55.00314,36.84435,BRU956  ,20300,411,264,2432
5325,51005D,,,55.00296,36.84132,BRU956  ,20325,411,264,2432
5331,51005D,,,55.00273,36.83780,BRU956  ,20375,412,265,2496
5340,51005D,,,55.00254,36.83466,BRU956  ,20425,412,265,2496
5343,51005D,,,55.00245,36.83458,BRU956  ,20425,412,265,2496
5347,51005D,,,55.00237,36.83126,BRU956  ,20450,412,265,2496
5349,51005D,,,55.00232,36.83142,BRU956  ,20475,412,265,2496
5362,51005D,,,55.00204,36.82472,BRU956  ,20525,413,265,2496
5364,51005D,,,55.00195,36.82464,BRU956  ,20550,413,265,2496
5370,51005D,,,55.00170,36.82151,BRU956  ,20600,413,265,2496
5383,51005D,,,55.00150,36.81834,BRU956  ,20650,413,265,2496
5387,51005D,,,55.00138,36.81477,BRU956  ,20675,413,265,2496
5414,51005D,,,55.00068,36.80162,BRU956  ,20825,414,265,2496
5428,51005D,,,55.00044,36.79830,BRU956  ,20875,414,265,2432
5433,51005D,,,55.00035,36.79846,BRU956  ,20900,415,265,2368
5443,51005D,,,55.00008,36.79184,BRU956  ,20950,415,265,2368
5447,51005D,,,54.99989,36.78855,BRU956  ,20975,415,265,2368
5453,51005D,,,54.99979,36.78830,BRU956  ,21000,416,264,2176
5456,3C66A6,,,54.76238,37.11548,DLH1450 ,21050,418,14,-1408
5460,51005D,,,54.99957,36.78522,BRU956  ,21050,416,264,2176
5468,51005D,,,54.99947,36.78156,BRU956  ,21050,416,264,2176
5479,51005D,,,54.99928,36.78164,BRU956  ,21100,416,264,2176
5490,51005D,,,54.99909,36.77515,BRU956  ,21125,416,264,2176
5491,3C66A6,,,54.86512,37.20503,DLH1450 ,20975,418,14,-1408
5495,51005D,,,54.99900,36.77499,BRU956  ,21150,416,264,2176
5506,51005D,,,54.99875,36.77189,BRU956  ,21200,417,265,2368
5509,51005D,,,54.99863,36.76841,BRU956  ,21225,417,265,2432
5514,51005D,,,54.99852,36.76518,BRU956  ,21250,417,265,2432
5518,51005D,,,54.99843,36.76494,BRU956  ,21275,417,265,2432
5519,51005D,,,54.99834,36.76502,BRU956  ,21300,417,265,2432
5524,51005D,,,54.99826,36.76159,BRU956  ,21300,417,265,2432
5531,51005D,,,54.99812,36.76175,BRU956  ,21325,418,265,2496
5536,51005D,,,54.99806,36.75840,BRU956  ,21350,418,265,2496
5544,51005D,,,54.99792,36.75840,BRU956  ,21375,418,265,2496
5546,51005D,,,54.99784,36.75526,BRU956  ,21400,418,265,2496
5550,51005D,,,54.99774,36.75518,BRU956  ,21425,418,265,2496
5554,51005D,,,54.99765,36.75169,BRU956  ,21425,418,265,2432
5566,51005D,,,54.99747,36.74835,BRU956  ,21475,418,265,2432
5580,3C66A6,,,54.86512,37.20503,DLH1450 ,20725,419,15,-1408
5586,51005D,,,54.99696,36.73852,BRU956  ,21575,419,265,2496
5592,51005D,,,54.99677,36.73512,BRU956  ,21625,419,265,2496
5596,51005D,,,54.99660,36.73166,BRU956  ,21675,419,265,2496
5598,51005D,,,54.99641,36.73182,BRU956  ,21700,419,265,2496
5604,51005D,,,54.99630,36.72829,BRU956  ,21725,420,265,2368
5606,51005D,,,54.99619,36.72503,BRU956  ,21750,420,265,2368
5611,51005D,,,54.99593,36.72155,BRU956  ,21800,420,265,2304
5615,51005D,,,54.99584,36.72172,BRU956  ,21825,420,265,2304
5621,51005D,,,54.99564,36.71825,BRU956  ,21850,420,265,2304
5630,51005D,,,54.99463,36.70158,BRU956  ,22050,421,265,2304
5634,51005D,,,54.99449,36.69821,BRU956  ,22075,422,264,2240
5637,51005D,,,54.99440,36.69490,BRU956  ,22100,422,264,2240
5641,51005D,,,54.99421,36.69467,BRU956  ,22125,422,264,2240
5644,51005D,,,54.99383,36.68801,BRU956  ,22200,422,264,2240
5645,51005D,,,54.99360,36.68135,BRU956  ,22250,422,264,2240
5651,51005D,,,54.99272,36.66779,BRU956  ,22400,422,264,2240
5654,51005D,,,54.99252,36.66437,BRU956  ,22425,424,264,2112
5656,51005D,,,54.99230,36.66104,BRU956  ,22475,424,264,2112
5665,51005D,,,54.99028,36.63044,BRU956  ,22825,424,264,2112
5671,51005D,,,54.99028,36.63044,BRU956  ,22900,427,264,2176
5686,51005D,,,54.99028,36.63044,BRU956  ,23275,429,264,2048
5687,3C66A6,,,54.86512,37.20503,DLH1450 ,19200,419,15,-1408
5697,51005D,,,54.99028,36.63044,BRU956  ,24550,429,264,2048
5724,51009A,,,54.73380,36.97877,BRU993  ,25000,435,89,0
5743,51009A,,,54.73431,36.99896,BRU993  ,25000,434,86,128
5747,51009A,,,54.73440,37.00037,BRU993  ,25000,434,85,128
5756,51009A,,,54.73491,37.00795,BRU993  ,25000,434,82,0
5760,51009A,,,54.73519,37.01136,BRU993  ,25000,434,82,0
5766,51009A,,,54.73519,37.01136,BRU993  ,25000,434,81,-64
5773,51009A,,,54.73519,37.01136,BRU993  ,25000,434,77,-128
5784,51009A,,,54.73519,37.01136,BRU993  ,24975,434,75,-256
5791,51009A,,,54.73979,37.04234,BRU993  ,24950,435,72,-576
5799,51009A,,,54.74082,37.04731,BRU993  ,24925,435,70,-832
5807,51009A,,,54.74301,37.05630,BRU993  ,24875,434,68,-1024
5817,51009A,,,54.74604,37.06721,BRU993  ,24800,434,68,-1024
5821,51009A,,,54.74854,37.07490,BRU993  ,24700,434,61,-1920
5834,51005D,,,54.95984,36.16699,BRU956  ,27050,451,264,768
5839,51009A,,,54.75418,37.08968,BRU993  ,24525,434,61,-1920
5843,51005D,,,54.95934,36.15972,BRU956  ,27075,451,264,768
5854,51009A,,,54.75902,37.10010,BRU993  ,24375,434,61,-1920
5870,51009A,,,54.76456,37.11044,BRU993  ,24225,432,45,-2176
5873,51009A,,,54.76591,37.11273,BRU993  ,24200,432,45,-2176
5877,51009A,,,54.76722,37.11481,BRU993  ,24150,432,45,-2176
5884,51009A,,,54.77034,37.11964,BRU993  ,24075,432,45,-2176
5886,51009A,,,54.77161,37.12151,BRU993  ,24050,432,45,-2176
5890,51005D,,,54.95934,36.15972,BRU956  ,27450,448,263,896
5892,51005D,,,54.95137,36.05285,BRU956  ,27525,448,263,896
5896,51009A,,,54.77161,37.12151,BRU993  ,22950,432,45,-2176
5901,51009A,,,54.77161,37.12151,BRU993  ,22800,432,45,-2176
5927,51009A,,,54.77161,37.12151,BRU993  ,22375,426,16,-2240
5935,51009A,,,54.85304,37.17967,BRU993  ,22325,426,16,-2240
5945,51009A,,,54.85698,37.18169,BRU993  ,22275,425,16,-1920
5957,51009A,,,54.85893,37.18273,BRU993  ,22225,423,16,-1856
5966,51009A,,,54.86087,37.18371,BRU993  ,22200,423,16,-1856
5970,51009A,,,54.86284,37.18473,BRU993  ,22175,422,16,-1856
5992,51009A,,,54.86833,37.18759,BRU993  ,22075,421,16,-1920
6001,51009A,,,54.86991,37.18839,BRU993  ,22050,421,16,-1920
6031,51009A,,,54.87736,37.19222,BRU993  ,21925,420,16,-2112
6039,51009A,,,54.87927,37.19324,BRU993  ,21875,420,16,-2112
6057,51009A,,,54.88504,37.19615,BRU993  ,21775,419,16,-2048
6063,51005D,,,54.95137,36.05285,BRU956  ,28575,442,268,1728
6067,51009A,,,54.88687,37.19712,BRU993  ,21725,419,16,-2048
6075,51005D,,,54.95137,36.05285,BRU956  ,28650,441,268,2048
6079,51009A,,,54.89058,37.19898,BRU993  ,21675,419,16,-2048
6084,51005D,,,54.94537,35.88626,BRU956  ,28700,441,268,2112
6091,51005D,,,54.94528,35.88280,BRU956  ,28725,440,268,2240
6098,51005D,,,54.94519,35.87910,BRU956  ,28775,440,268,2240
6196,51005D,,,54.94519,35.87910,BRU956  ,29400,440,268,1920
6214,51005D,,,54.94281,35.78384,BRU956  ,29450,441,268,768
6222,51005D,,,54.94263,35.77690,BRU956  ,29475,441,268,768
6234,51005D,,,54.94249,35.76649,BRU956  ,29500,440,268,768
6241,424570,,,54.76355,37.13557,SBI898  ,24325,382,49,-2048
6243,51005D,,,54.94221,35.75573,BRU956  ,29525,440,268,768
6247,51005D,,,54.94198,35.74502,BRU956  ,29575,440,268,832
6249,51005D,,,54.94165,35.73103,BRU956  ,29650,440,268,832
6251,51005D,,,54.94146,35.72396,BRU956  ,29675,439,268,896
6261,51005D,,,54.94146,35.72396,BRU956  ,29725,439,268,896
6263,51005D,,,54.94102,35.70646,BRU956  ,29750,439,268,896
6266,51005D,,,54.94095,35.70315,BRU956  ,29775,439,268,896
6268,51005D,,,54.94058,35.68909,BRU956  ,29825,439,268,896
6269,51005D,,,54.94052,35.68537,BRU956  ,29850,439,268,896
6282,51005D,,,54.94006,35.67123,BRU956  ,29900,438,267,960
6292,51005D,,,54.93951,35.66087,BRU956  ,29950,437,267,960
6297,51005D,,,54.93904,35.65405,BRU956  ,29975,438,265,960
6300,51005D,,,54.93883,35.65031,BRU956  ,30000,437,264,960
6306,51005D,,,54.93811,35.64015,BRU956  ,30025,437,263,576
6311,51005D,,,54.93760,35.63324,BRU956  ,30025,437,263,448
6316,424570,,,54.76355,37.13557,SBI898  ,22150,372,14,-2048
6321,424570,,,54.76355,37.13557,SBI898  ,22125,372,14,-2048
6328,424570,,,54.84979,37.20253,SBI898  ,22100,370,14,-1984
6330,424570,,,54.85059,37.20287,SBI898  ,22075,370,14,-1984
6336,424570,,,54.86188,37.20787,SBI898  ,21825,370,14,-1984
6340,424570,,,54.86507,37.20928,SBI898  ,21750,370,14,-1984
6405,4240CC,,,54.98871,36.92780,SBI155  ,15325,338,257,2176
6415,4240CC,,,54.98802,36.92264,SBI155  ,15400,339,257,2176
6423,4240CC,,,54.98767,36.92028,SBI155  ,15450,339,257,2176
6429,4240CC,,,54.98732,36.91764,SBI155  ,15475,339,257,2176
6433,4240CC,,,54.98708,36.91614,SBI155  ,15500,339,257,2176
6438,4240CC,,,54.98690,36.91465,SBI155  ,15525,339,257,2176
6441,4240CC,,,54.98653,36.91220,SBI155  ,15550,340,257,2176
6449,4240CC,,,54.98620,36.90957,SBI155  ,15575,341,257,2112
6458,4240CC,,,54.98598,36.90825,SBI155  ,15600,341,257,2112
6462,4240CC,,,54.98579,36.90687,SBI155  ,15625,341,257,2112
6468,4240CC,,,54.98566,36.90566,SBI155  ,15625,341,257,2048
6471,4240CC,,,54.98546,36.90424,SBI155  ,15650,341,257,2048
6475,4240CC,,,54.98527,36.90291,SBI155  ,15675,341,257,2048
6487,4240CC,,,54.98451,36.89750,SBI155  ,15750,342,257,2048
6491,4240CC,,,54.98428,36.89597,SBI155  ,15750,342,257,2048
6521,4240CC,,,54.98285,36.88560,SBI155  ,15900,343,257,2048
6523,4240CC,,,54.98262,36.88410,SBI155  ,15925,343,257,2048
6530,4240CC,,,54.98206,36.88010,SBI155  ,15975,344,257,2048
6547,4240CC,,,54.98206,36.88010,SBI155  ,16125,344,257,2048
6549,4240CC,,,54.98206,36.88010,SBI155  ,16150,344,257,2048
6557,4240CC,,,54.97943,36.86131,SBI155  ,16225,346,257,2048
6565,4240CC,,,54.97829,36.85306,SBI155  ,16325,347,257,2112
6571,4240CC,,,54.97749,36.84748,SBI155  ,16400,348,257,2112
6576,4240CC,,,54.97710,36.84451,SBI155  ,16450,348,257,2112
6578,4240CC,,,54.97668,36.84168,SBI155  ,16475,348,257,2112
6583,4240CC,,,54.97586,36.83578,SBI155  ,16550,349,257,2176
6588,4240CC,,,54.97554,36.83336,SBI155  ,16600,349,257,2240
6602,4240CC,,,54.97476,36.82779,SBI155  ,16675,349,257,2240
6605,4240CC,,,54.97435,36.82480,SBI155  ,16700,349,257,2240
6615,4240CC,,,54.97435,36.82480,SBI155  ,16825,349,257,2176
6624,4240CC,,,54.97270,36.81310,SBI155  ,16850,350,257,2048
6633,4240CC,,,54.97251,36.81177,SBI155  ,16875,350,257,2048
6647,4240CC,,,54.97149,36.80462,SBI155  ,16975,352,257,2048
6651,4240CC,,,54.97107,36.80162,SBI155  ,17000,352,257,2048
6660,4240CC,,,54.97047,36.79737,SBI155  ,17050,352,257,2048
6663,4240CC,,,54.97033,36.79629,SBI155  ,17075,352,257,2048
6668,4240CC,,,54.96953,36.79063,SBI155  ,17150,353,257,1920
6674,4240CC,,,54.96913,36.78772,SBI155  ,17175,354,257,1856
6678,4240CC,,,54.96832,36.78206,SBI155  ,17250,354,257,1856
6687,4240CC,,,54.96725,36.77455,SBI155  ,17325,354,257,1856
6690,4240CC,,,54.96655,36.76933,SBI155  ,17375,354,257,1856
6691,4240CC,,,54.96611,36.76639,SBI155  ,17425,354,257,1856
6695,4240CC,,,54.96574,36.76373,SBI155  ,17450,354,257,1856
6698,4240CC,,,54.96539,36.76109,SBI155  ,17475,356,257,1920
6700,4240CC,,,54.96493,36.75784,SBI155  ,17525,357,257,1856
6704,4240CC,,,54.96451,36.75484,SBI155  ,17550,357,257,1856
6708,4240CC,,,54.96414,36.75226,SBI155  ,17575,357,257,1856
6714,4240CC,,,54.96223,36.73878,SBI155  ,17725,358,257,1792
6725,4240CC,,,54.96066,36.72754,SBI155  ,17850,361,257,1728
6727,4240CC,,,54.96021,36.72431,SBI155  ,17875,361,257,1728
6728,4240CC,,,54.95980,36.72139,SBI155  ,17900,361,257,1728
6733,4240CC,,,54.95939,36.71856,SBI155  ,17925,362,257,1600
6743,4240CC,,,54.95939,36.71856,SBI155  ,18325,365,257,1344
6760,4240CC,,,54.95939,36.71856,SBI155  ,19050,372,263,2304
6790,4C01E1,,,54.53545,37.20617,ASL654  ,28075,427,42,-512
6792,4C01E1,,,54.53706,37.20861,ASL654  ,28075,427,42,-512
6810,4C01E1,,,54.54577,37.22235,ASL654  ,28050,431,42,-128
6816,4C01E1,,,54.54959,37.22842,ASL654  ,28025,431,42,-128
6819,4C01E1,,,54.55083,37.23040,ASL654  ,28025,431,42,-128
6822,4C01E1,,,54.55257,37.23308,ASL654  ,28025,431,42,-128
6862,424048,,,55.01227,36.94627,SBI797  ,19300,376,264,1920
6873,424048,,,55.01180,36.93845,SBI797  ,19375,376,264,1920
6875,424048,,,55.01170,36.93692,SBI797  ,19400,376,264,1920
6887,424048,,,55.01134,36.93129,SBI797  ,19450,378,264,1728
6889,424048,,,55.01115,36.92813,SBI797  ,19475,378,264,1664
6892,424048,,,55.01097,36.92481,SBI797  ,19500,378,264,1664
6896,424048,,,55.01078,36.92222,SBI797  ,19525,379,264,1536
6899,424048,,,55.01064,36.91972,SBI797  ,19550,379,264,1472
6904,424048,,,55.01045,36.91664,SBI797  ,19575,380,264,1472
6912,424048,,,55.01022,36.91306,SBI797  ,19600,380,264,1408
6919,424048,,,55.01008,36.91065,SBI797  ,19625,381,264,1536
6931,424048,,,55.00966,36.90399,SBI797  ,19675,381,264,1600
6938,424048,,,55.00946,36.90122,SBI797  ,19700,382,264,1600
6943,424048,,,55.00937,36.89928,SBI797  ,19725,382,264,1664
6948,424048,,,55.00923,36.89750,SBI797  ,19750,382,264,1664
6952,424048,,,55.00915,36.89600,SBI797  ,19750,382,264,1664
6961,424048,,,55.00891,36.89209,SBI797  ,19800,383,264,1664
6968,424048,,,55.00877,36.89015,SBI797  ,19800,383,264,1664
6997,424048,,,55.00841,36.88443,SBI797  ,19875,384,264,1664
7000,424048,,,55.00836,36.88327,SBI797  ,19875,384,264,1728
7009,424048,,,55.00822,36.88135,SBI797  ,19900,384,264,1728
7028,424048,,,55.00795,36.87666,SBI797  ,19950,384,264,1728
7032,424048,,,55.00781,36.87488,SBI797  ,19950,385,264,1728
7034,424048,,,55.00772,36.87311,SBI797  ,19975,385,264,1728
7049,424048,,,55.00752,36.87028,SBI797  ,20000,385,264,1792
7051,424048,,,55.00745,36.86874,SBI797  ,20025,385,264,1792
7056,424048,,,55.00715,36.86421,SBI797  ,20075,385,264,1856
7065,424048,,,55.00706,36.86238,SBI797  ,20100,385,264,1856
7069,424048,,,55.00696,36.86105,SBI797  ,20100,386,264,1920
7079,424048,,,55.00676,36.85768,SBI797  ,20150,386,264,1920
7088,424048,,,55.00664,36.85613,SBI797  ,20150,386,264,1920
7103,424048,,,55.00644,36.85283,SBI797  ,20200,386,264,1920
7112,424048,,,55.00626,36.84960,SBI797  ,20225,386,264,1984
7115,424048,,,55.00612,36.84782,SBI797  ,20250,386,264,1984
7124,424048,,,55.00594,36.84507,SBI797  ,20275,386,264,1984
7131,424048,,,55.00575,36.84176,SBI797  ,20325,387,264,1984
7142,424048,,,55.00562,36.83974,SBI797  ,20350,387,264,1984
7148,424048,,,55.00543,36.83641,SBI797  ,20375,387,264,2048
7153,424048,,,55.00529,36.83458,SBI797  ,20400,387,264,2048
7156,424048,,,55.00511,36.83183,SBI797  ,20425,387,264,2048
7159,424048,,,55.00507,36.83053,SBI797  ,20450,387,264,2048
7163,424048,,,55.00493,36.82868,SBI797  ,20475,387,264,2048
7195,424048,,,55.00433,36.81939,SBI797  ,20575,387,264,2112
7204,424048,,,55.00415,36.81632,SBI797  ,20600,387,264,2112
7214,424048,,,55.00378,36.81010,SBI797  ,20675,387,264,2048
7226,424048,,,55.00366,36.80861,SBI797  ,20700,388,264,1984
7232,424048,,,55.00356,36.80703,SBI797  ,20700,388,264,1984
7234,424048,,,55.00351,36.80581,SBI797  ,20725,388,264,1920
7235,424048,,,55.00342,36.80437,SBI797  ,20750,388,264,1920
7242,424048,,,55.00301,36.79812,SBI797  ,20800,389,264,1792
7253,424048,,,55.00259,36.79160,SBI797  ,20875,389,264,1728
7256,424048,,,55.00241,36.78845,SBI797  ,20900,389,264,1728
7258,424048,,,55.00223,36.78546,SBI797  ,20925,390,264,1792
7264,424048,,,55.00200,36.78231,SBI797  ,20950,390,264,1792
7272,424048,,,55.00168,36.77730,SBI797  ,21000,390,264,1792
7278,424048,,,55.00161,36.77582,SBI797  ,21025,390,264,1792
7289,424048,,,55.00127,36.77035,SBI797  ,21075,391,264,1792
7293,424048,,,55.00114,36.76883,SBI797  ,21100,391,264,1792
7299,424048,,,55.00099,36.76607,SBI797  ,21125,391,264,1792
7306,424048,,,55.00082,36.76333,SBI797  ,21150,391,264,1728
7311,424048,,,55.00072,36.76171,SBI797  ,21150,391,264,1728
7318,424048,,,55.00044,36.75759,SBI797  ,21200,391,264,1728
7330,424048,,,55.00026,36.75459,SBI797  ,21225,392,264,1728
7332,424048,,,55.00017,36.75306,SBI797  ,21250,392,264,1728
7348,424048,,,54.99994,36.74983,SBI797  ,21275,392,264,1728
7356,424048,,,54.99984,36.74827,SBI797  ,21275,392,264,1728
7364,424048,,,54.99976,36.74668,SBI797  ,21300,392,264,1664
7370,424048,,,54.99965,36.74519,SBI797  ,21325,392,264,1664
7385,424048,,,54.99923,36.73886,SBI797  ,21375,393,264,1664
7403,424048,,,54.99875,36.73101,SBI797  ,21450,392,264,1600
7404,424048,,,54.99861,36.72915,SBI797  ,21475,392,264,1600
7418,424048,,,54.99802,36.71970,SBI797  ,21550,394,264,1792
7424,4240CC,,,54.81056,35.54328,SBI155  ,27525,437,253,1472
7431,424048,,,54.99788,36.71814,SBI797  ,21575,394,264,1856
7446,424048,,,54.99760,36.71356,SBI797  ,21625,394,264,1856
7448,4240CC,,,54.80942,35.53673,SBI155  ,27575,437,253,1536
7449,424048,,,54.99751,36.71190,SBI797  ,21650,394,264,1856
7458,424048,,,54.99723,36.70749,SBI797  ,21675,394,264,1856
7460,424048,,,54.99701,36.70411,SBI797  ,21725,394,264,1856
7471,424048,,,54.99646,36.69579,SBI797  ,21800,395,264,1920
7473,424048,,,54.99637,36.69466,SBI797  ,21825,395,264,1920
7480,424048,,,54.99596,36.68828,SBI797  ,21875,395,264,1920
7492,4240CC,,,54.80942,35.53673,SBI155  ,27825,436,253,1408
7496,4240CC,,,54.80942,35.53673,SBI155  ,27850,436,253,1408
7501,4240CC,,,54.80942,35.53673,SBI155  ,27900,436,253,1216
7506,424048,,,54.99596,36.68828,SBI797  ,22100,395,264,1856
7508,424048,,,54.99596,36.68828,SBI797  ,22125,396,264,1920
7514,424048,,,54.99596,36.68828,SBI797  ,22275,397,264,1664
7548,424048,,,54.99596,36.68828,SBI797  ,22625,400,264,1600
7550,424048,,,54.99053,36.60553,SBI797  ,22650,400,264,1600
